text,hate_label,english_translation,label,post_id
@USER  @USER ඉතුරු කෑල්ල දිල්රංගි,NOT,@Ser @user Leafed piece,1,1346066850426232833
@USER ඉස්සරහට කොහෙද යකෝ බැක් කැම් එන්නෙ,NOT,Where is the back kam on the front of @ser,1,650690271395508225
@USER  උඹට පිස්සුද ගෑණියේ ඇත්තටම...???,HOF,@Ser is your crazy woman really ... ???,0,1157535764458045441
යකෝ අර ඉස්පිරිතාලෙ ඉන්න දාස් ගාණ දවසට හුජ්ජ කරන්නෙ කෙළ ගහන්නැද්ද උදේ කට හෝදලා?? ඒවාත් පුච්චනවලුද? .                    #COVID19SL එතකොට ගූ කනවද?,HOF,Do you have an offshing the day in the hospital in the hospital?Are they burning too?.# COVID19SL will eat goo?,0,1326417265324134401
"සමාජය විසින් 'පිස්සා' ලෙස හංවඩු ගැසුවේ, තමා විසින් මවාගත් ෆැන්ටසියක රජ සැප විදින අධිරාජ්‍යවාදී පාලකයෙකුටය!",NOT,He was branded by the society as 'pisp' and a imperialist ruler who was imagined by himself!,1,1441985252688232455
@USER බෙල්ලේ අසනීපෙ හොද උන එකම ලොකු දෙයක් නේහ්.... නීතියේ ආධිපත්‍ය  කණගාටුයි මිත්රවරැනි......,NOT,The sickness of @ser neck is a big thing. The rule of law is Sorry ......,1,1131103717086785537
@USER අනික් උන්ගේ ෆොටෝ අරං විකෘති වැඩ වලට යොදාගන්න අවජාතක වේසිගේ පුත්තු නම් වැහි වැහැලා. උන්ට බයේ තමන්ගේ දරුවෙක්ගේ ෆොටෝ නොදා ඉන්නවා නම් දරුවොත් නොහදහම ඉන්න ඕනේ බය වෙලා. එහෙම බැලුවොත් තරුණ කෙල්ලෙක්ට සමාජ මාධ්‍යවල ෆොටෝ දාන්නම වෙන්නේ නෑ.,HOF,"@Ser අව@ක් Total Wayssi's sons are closed, if they take the other photos of other.If you do not have a child's photo, they are afraid to remain unwise.If you look, a young girl will not be put into the social media.",0,1410623464118132740
@USER ඊයා ඌ හරකෙක් බන්...ඌව කන්න එකෙක් හොයාගන්න අමාරු වෙයි,HOF,"@Suer, she's a cow ... It's hard to find one to eat",0,877845967294177280
@USER බලය නැති උනාම හැ⁣මා්ම එකයි. ඉස්සර උන් පාරෙ නැටුවා.. දැන් මුන් නටනවා...,NOT,"@Suer, when there is no power, it is hung.In the past, they got on the street. Now they dance ...",1,1057158359911034881
අනාගතය අදයි   හුකාපන් ඩයලොග් ඩේටා තියන්  @USER  කුනු හැත්ත,HOF,Future Today's Hookapoan Dialog Data Kawn @user rot,0,1244217990968758274
"#LankanAds හොඳට දැනෙන්න - රියල් දේ තෝරගන්න නුවණක්කාර අය ගන්නෙම ""ජිනදාසගේ ලොකු තලගුලි"" දැන් Premium ආකාරයට කටට හොඳට දැනෙන්න ලොකුවට ඔබ අතට! Papiii_Lk @USER  · 1 Feb 2019 It feels real !!!",NOT,"#Lankanads Feel Good - Real Choose Real: ""Jinadasa's big Thalaguli"" hands over Premium as Premium!PAPIIIIK @user · 1 Feb 2019 ict feels real !!!",1,1091179849857884161
මැරෙන්න ඕන උනාම නයි ගැරඬි තලගොයි මුගටි හෝතම්ඹුවො බල්ලො පූසො එළුවො කුරුල්ලො සේරම එන්නෙ අපෙ වත්තට එපා වෙනවනෙ රෙද්ද.!,NOT,"When you want to die, however gathering muttagus dogs all the pooja chicks, and the cloth without you.!",1,1331264138014646272
සොන්ගුල් මෙරාල්ගේ කනට ගහපු එක හොදයි.  මෙරාල් කලේ අහස පොළව නුහුලන අපරාදයක්..පරට්ට බැල්ලි..   ලැජ්ජ නැතිකම තමා  ඉතින්...ගෑනුනේ,HOF,"It's good to beat Songul Marral's ear.Merabha was a sky interest, a good, bitterness.",0,1323289468783218690
@USER පරිපාලනේ උන්ගේ ළමයි සිලබස් එක කවර් කරා කියලා මේ හැත්ත විභාගේ තියන්න යනවා.. ඒ ගොබ්බ හැත්ත දන්නේ නෑ ගම් වල අහිංසක කොල්ලො කෙල්ලො විඳින දුක.. ඉතින් අපේ රට හදන්න පුලුවන්ද අයියේ.,HOF,The Silebas is going to hold the Silebus that their children are covered with the silbus.,0,1413559432605167618
මිනිස්සුන්ට පුක කහගන්න නියපොත්ත නැතත් නායකයෝ තෝරද්දි අඩි ගහන් නැති බඩු ගහන් නැති බිත්තරවත් කන්නැති සුචරිතවාදී බුවාලට කතිරෙ ගහනවා.  පරිභෝජනය නොකරන අවලං හැත්ත යටිමඩි ගහන්න විතරයි දන්නේ. අනෙක් මිනිහා කාලා බීලා ආතල් එකේ ඉන්න විනෝදේ උන් තේරුම් ගන් නැහැ.,HOF,"Although the people do not have a son-like nephew, but leaders are singing to the virtuous.It only knows to hit herself without being consumed.The other guy doesn't understand the fun in the duttle.",0,1455095859155128325
ට හුක්.....යකෝ  Asitha Sahanpriya @USER  · 31 Dec 2020 ඔයා නැති උනත් ඔයාගෙන් බබෙක් හරි මට දීලා යන්න  #අහලාතියනවාද,HOF,Hour .....,0,1344474143983423489
@USER අත පය නැතිව දරුවෝ මගෙ බඩගින්නේ රට ජාතිය ද බොල උන්හට කන්නට දෙන්නේ හිතේ ඇති ඇම්මටයි මං හමුදාවට බැඳුනේ බඩ වියතට වඩා වැඩියෙන් නෑ මැන්නේ,NOT,Children who have children who are gunned out in my hungry without the hungry of the country and the bolt are not in the stomach.,1,795662694443413505
"@USER   @USER , @USER , @USER, @USER /25 දෙදෙන රජයේ නිවාඩු දින නිසාත් සංචරන සීමා ක්‍රියාත්මක වන නිසාත් පුද්ගලික අංශය වැඩට එන්න ඕනෙද .මේ පිලිබදව පැහැදිලි කිරීමක් කරන්න පුලුවන්.",NOT,"Do you guilty of @user, @user, @user, @user, @user, @user / 25 to the private sector .It can be explained.",1,1394536790220967936
#අසැබි_දෑ_අඩංගුයි 󾌩   මම රැප් දෙන්නේ උපරිම ස්වරයෙන් උච්ච 󾌸 රැප් තෙරෙන්නේ නෑ පොඩි කොල්ලන්ට හුජ්ජ 󾍇 ඒහෙම ඒවුන්... URL,HOF,Denuts out of #rexication: 󾌩 I'm not raping the peak of the maximum bound ... URL,0,618078830608125952
අර නැව ගිනි අරගෙන කෑලි ටික මුහුදට වැටෙනවා කියලා දෙරණේ හසිතයාටනම් කියන්න එපා ඈ  ඕකා තඩි කැමරාවකුත් අරන් මුහුදේ යටට යයි කෑලි වැටෙනවා බලන්න  එහෙමටම පොරක් තමා ඌ...,NOT,Don't say that the ark is on fire and falls into the sea.,1,1396805588860899331
@USER සමහර විට ඔබතුමාට ඉල්ලා අස්වෙලා යන්න තරම් ඒ තීරණ දැඩිවෙයි..,NOT,@User Sometimes you have made decisions to resign.,1,1478042529610153988
ඉරාජයත් හෙන පොන්න ආතල් ගන්නේ,HOF,The riches of the herajam,0,926476238562168838
කෙල්ලො දැන් හෙන දියුනුයි බ්‍රො,NOT,Girls are now the browns bro,1,695517346484527104
@USER  @USER    උඹේ කෑල්ල සාන් උනා නං ඒක උගෙ ලොකු කරුමයක්.,NOT,@Ser @ser නුර වරුන්ට Your,1,943381676293574656
ගත මදක් පේන ලෙස උස්සලා අන්දා සිටි බැවින් සරාගිව කහපාට ලන්දා මාසයක් ගෑණියක් දැක්කෙ නැති හින්දා වැලමිටෙන් තට්ටු කර ඇඳක රස වින්දා  තේරුනත් මගේ තදබල අතේ පණිවිඩය ඈ හිටියෙ නොතේරුණු ලෙසට මට දී ඉඩය රැව්වෙවත් නෑ ඒකෙ අරුත නම් මම ගොඩය උකුල කලයක් වගේ ඒකි පට්ටම හැඩය . ලිවුවා කවියක්   #sajje,NOT,"If you had not seen a monthly a woman in a woman, as a month was not seen in an analysis of the work, but if I had to do the message, I had to do so as if I had to do not know, if I had not seen a month when I had not seen a month.Writer #sajje a poem",1,1166634595539963906
@USER ජනේලෙන් පුක නොදී හිටහං  අම්මෝ මේක ඩෙඩ් වෙලා එම්බාම් උන,HOF,"Amo, who did not go to a son of @ser window, Ammo was ded, and Izzz",0,1032837291838849024
@USER   blog එක පට්ට ඩෝ.,NOT,@User blog is Patt Do.,1,773128195474268160
ඔව් ඉතින් උසාවි යනවා මද්‍රසා පාසල් වසන්න  කව්ද යකෝ හෙඩ්ලයින් එක විතරක් කියවලා පෝස්ට් හදන්නේ    JVP ඔයා හෙන චාටර් දැන්,HOF,"Yeah, Madesa schools to close the headline are just making the headline only builds the headline JVP you now",0,1133461018070249474
@USER මීට පස්සේ කොහොමත් මම නං මේකෙ ගෑනු උදවිය එක්ක දේශපාලනය කතා කරන්න යන්නේ නෑ. ඊටවඩා හොදයි ඔළුව ගලක ගහගන්න එක.,NOT,"@Ser then, I'm not going to speak politics with the benefits of this girl.Hada and to shout the head.",1,1445651988306227207
@USER ආදරේ කිරීම සාපේක්ෂයි. තමන්ට පුහු මෝඩ දෙයක් කියලා පේන දෙයක් තව කෙනෙක්ට ලෝකයක් වෙන්න පුළුවන්. ඒ වගේමයි ඉතින් අනිත් පැත්තත්. ඒ නිසා ඉතින් අනිත් මිනිස්සුන්ගේ මත වලින් කාටවත් හානියක් වෙන්නේ නැත්තන් ඒවා ගැන බොරුවට වද වෙන එක තේරුමක් නෑ.,NOT,"@User love is relative.Someone may be a world that looks like a stupid thing.And the other side is.Therefore, it does not make sense to lie about anyone's opinions.",1,987778456749391872
"තකහනියේ ගෙනෙන ව්‍යවස්ථාව ඇතුලේ මේක නැතැයි කාට කිව හැකිද ?  මේ මී හරකා ව්‍යවස්ථා සම්පාදන කොමිටියේ ඉන්න එකෙක්,... URL",HOF,"Can the person say that this is not in the constitution of the paddy?One of these buffalo is one of the constitution committee, ... URL",0,689710004581093376
@USER අනේ පකෝ තෝ තාම කඩේ යනවනේ,HOF,@Ser ie pco thom ties still in the shop,0,1120014183670661120
"@USER ඔවු අයිසෙ ,කට වහගෙන හිනා උනෙ මන්",NOT,"@Ser they, she's shut up and laugh",1,1228001165192892416
@USER ටහුඩු මෙයා ඉංග්ලිශ් තලගොයෙක්ලු   @USER  @USER,HOF,@Ser Tuahu Heya English Talagulogs @user @user,0,780047375712653314
ඉස්කෝලෙ teledrama එකේ theme song එක පට්ට නේද? හැමදාම ඉවර වෙද්දී ඇහෙනවා එක..මාර calm සින්දුවක් ...කරන වැඩේ නවත්තලා අහගෙන ඉන් නො මන්,NOT,School teledrama at school Theme song is not patt?Learning every day.,1,1380528856994443267
@USER  @USER එකනෙ අනේ... කැත වැඩ ඒවා...ජරාව දෙන්න හොඳ නැහැ කාටවත්... පව්...,NOT,@Ser @user One ... ugly work ... they're not good ... nobody ...,1,925007385013432322
@USER මේගොල්ලොන්ට අමතක වෙලා නැහැ පොලිසියෙ ඉව....,NOT,@Ser's haven't forgotten the police ...,1,1482747121208295426
යකෝ Fitness & Fashion වලටනෙ අඩුම votes. මුන් fit එකේ ඉන්න ලස්සනට පෙනුමට අඳින්න කරන්න ඉගෙනගන්න අසා නැද්ද. Rathumakara FM @USER  · 5 Oct 2019 අලුත්ම අලුත් ප්‍රෝගෑම් එකකට ඔයාලා කැමති ටොපික් එකකට vote කරමුද? ඒ ගැන ලස්සන ප්‍රොගැම් එකක් කරන්න පුලුවන් එතකොට #රතුමකරාFM එකේ අපේ අලුත්ම ප්‍රසන්ටර්ස්ලට.  Let's vote for a topic for a new program conducted by our new presenters at #RathumakaraFM. Show this poll,NOT,Votes of Fitness & Fashion.Don't you heard the beautiful look at the look of the fit.Rathumakara FM · 5 Oct 2019 Do you Volve to a Topic to one of the latest new sprouts?You can make a beautiful profaber about it and # is #make to our latest FSters.Let's VOTE FOR A NEW PROGRAM CONDUCTED BY PRESENTERS AT #RATHUMAKARAFM.Show this poll,1,1181834973428404224
පිං සිද්ධ වෙනවා චීන අධිරාජ්‍යයා නෙණි ඔබතුමා කරපු උදව්වට   මොකක්ද ඒ යකෝ   කොරෝනා වෛරස ය එලියට දාපු එක තව ටිකක් කල් හිටියනං අපේ උන් මට පුකට පයින් ගහල එලවනවා  තොට පිස්සුද වඳයෝ තෝ හිතුවද මමත් තෝ වගේ තමන්ගේ අහිංසක පුරවැසියන් මරනවා කියලා  ගාර්ඩ් ගාර්ඩ්,HOF,"Ping has to happen to help you do it, if the Corona's virus is a little older, we dictate the Korona virus, Gard Guard is killing their innocent citizens",0,1223067721266421761
ලා දළු බෝපත් සෙමින් සැලෙන සේ යශෝදරා දේවී වාවනු බැරි තෑන රහසේ හැඩුවා පෙර සංසාරේ ඈසුර මතක් වී  ලේන කුලේ සිට ආ ගිය මග තොට සිටියා නොසැලෙන පහන් ටැඹක් වී නිවන් දකින තුරු මේ සංසාරේ පසුපස ආවා සෙවනැල්ලක් වී #රතුමකරාFM #ගීwithචාපා,NOT,"Musararemi Reminded the gift from the Swarra and saw the pillar of the pillar of the flood before the base of the Shutzara, which was not in the lantering leash, was a shadow from the Swelling Langer.",1,1061311207708053504
@USER ඔන් ද වේ ඩාලින්,NOT,@User on is danalin,1,917565206666010624
@USER පැත්ත පලාතක යන්න එපා... හොදේ,NOT,Don't go in a province @user side ... in good,1,1136267798215159809
"අනික් උන්ට ඕඩර් කරන ඔක්කොම මගුල් සති දෙකෙන් එනවා,මන් මොකක් හරි ඔර්ඩර් කරොත් එන්නෙම නෑනේ.රෙද්ද..",NOT,"All the orders are sent by two weeks, and I will not be Order.",1,643334835415584768
@USER  @USER   දැන් තියෙන කතා වලට නම් මමත් ආසා නෑ. Thank you කීවට අයියලා.මම බලන්නම්. මට ප්‍රශ්නයක් තියෙයි. මෝඩ ප්‍රශ්නයක්ද දන් නෑ. ඒත් දැනගන්න අහන්නේ. ඇයි ඒ ඉස්සර විකාශයවුණු කතා හොඳයි කියන්නේ ගොඩක් අය(දැන් ඒවට සාපේක්ෂව නෙවෙයි)? මොනවද ඒවගේ විශේෂත්වය? අපේ රටේ ගැමි කමට සමීප නිසාද?,NOT,I don't even hear if @ser @ser's stories.Thank you'll see you.I have a problem.You don't even know a stupid question.But asks.Why is it good for those who have telecast is good (now is not relative to Eve)?What is the specialty of that?Is it because of close to the country of our country?,1,975218135467925504
@USER  @USER හරි හරි මම ගොනා නේ.. උඹ හරකා,HOF,@Ser @user right I'm bind .. you're the heara,0,1409878040348446721
UN යෝජනාවට විරුද්ද වීම මෝඩ වැඩක්! එස්.බී. දිසානායක | Colombo News Today URL,NOT,The UN proposal is stupid work!SBDissanayake |Colombo News Today URL,1,648518838519209986
රටේ විශාල ආර්ථික දියුණුවක් වෙනවා.. ශ‍්‍රිලනිපය විනාශ කරන අයට සාප කරනවා.. URL,HOF,The country's large economic advances are cursed for those who destroy the SLFP. URL,0,781459751888564224
@USER එහෙනම් පොල් මුඩ්ඩක් අරං පුක  පොඩ්ඩක්ක් හෝද ගනින්..,HOF,@Ser then threaten a paired a leak with a coconut mudddo.,0,1412025767433670663
"@USER උබල වෙනයි,යකෝ අර අකීකරු වසන්තල, මෝඩපහේ මං ඩයල් එක; යුනේශ්ලවවත් කියන දේකට බ්ලොක් කරන් නෑ. අන්‍යය මත ඉවසන්න පුරුදු නැති කම,නැත්නම් රිප්ලයි දාපු ඔක්කොම බ්ලොක් කරන්න තරම් ප්‍රාථමික වෙයිද.මොලේ සංවර්ධනය වෙලා නෑ හරියට බන් තැරි දාර...... කියල තමා කියන්න වෙන්නෙ",HOF,"@User utility, Ya, that disobedient divinity, mydapa I dial;Not blocked into what the juusluv.Be patient to tolerate the way you have no phase, or prices to be used for all blocks.",0,1283775617129828354
සමහර උංට ඕන පාස්කු ප්‍රහාරය කරපු සහ සැලසුම් කරපු උං අල්ලන එක නෙවේ..  හැකියාවක් තිබිලත් ඒක වලක්වා ගන්න  බැරි උන ගෝතයෝ ටික අල්ලන එකට.. යකෝ ලමයා අවජාතක උන එකට හිල් උන කොන්ඩම් එකට විතරක් බැනලා හරි යන් නෑ බං..  වැඩිපුර වගකියන්න ඕන ඒක දාගෙන හිටපු එකා.. #lka,HOF,Some of the tank is the Passover attack and planned.Ex .. 0,0,1252066897513852929
"ආදරණීය චූන් පාන්  ඔයා වූහාන් වලින් එන සද්දෙට  අපි පාරට එනවා, පාරට ඇවිල්ල බලපුවාම තෝ මිලාන් පැත්තෙන් පාන් බෙදාගෙන බාසිලෝන් දිහා යනවා.  මොකද්ද යකෝ මේකේ තේරුම..",NOT,"Dear Chung bread comes to the streets, sharing bread on the paddy fields and looks at Barcelan.What's the meaning of this?",1,1246725556067913728
විශ්ව විද්‍යාලවල බාහිර උපාධි පාඨමාලා සදහා නවක සිසුන් බදවාගැනීම අත්හිටුවමින් විශ්ව විද්‍යාල ප්‍රතිපාදන කොමිසම විසින් චක්‍රලේඛයක් නිකුත් කරඇත.  ගොං හරක් වගේ තඩි නාකි 45 ගෑණු උපාධි තිබ්බට රස්සා නෑ කියලා පිකටින් කරද්දි කප්පාදු වෙන්නේ තරුණ ළමයින්ගේ උපාධි සිහිනේ.,NOT,"A circular was issued by the University Grants Commission, withholding the recruitment of new students to external degree programs at universities.Like a gong beewak, the Naki gets the picketing of the picketing 45 people will burn the youth of young children.",1,1302239281348374528
සමහර විට අර ඉංගිරිස් ෆිල්ම් වල වගේ කටට කටතියලා අර ලමයාගේ බඩට වෙන ලමේක් හුලං පිම්බුවාද දන් නැහැ.,NOT,Sometimes it is not known as the English film like in the English film and no other blood hulang.,1,582583977376030720
2012 දී මගේ ෆොටො එකක් බැලුවා... හෙන කැහැටුයි නේ ඕයි ඒ දවස් වල..  දැන් කියලත් ඉතින් වෙනසක් නෑ,NOT,"In 2012, I looked at one of my photos.",1,802162716592861184
සිරිසෙනගේ සෙට් එක ගෝඨාට ජනාධිපති සටනට පමනක් සහායොගය දෙන්න ආපු එක හම්මො හෙණ චාටර් වැඩක්   TNA සෙට් එකයි බදුර්දින් ලා සජිත් ට  සහයොගය දෙන්න ආපු එක  ශාශා නියමයි  රටට ආදරෙ මිනිස්සු එකතු උනා  සජිත් ට ජයවේවා   අනේ යකො තොපි හරි බන් එල,HOF,"Sirisena's set to support Gota was the first to join the President of TNA, TNA, TNA.",0,1181975062137712640
@USER ඔස්ට්‍රේලියානු වෙරල තීරයේදී ඉන්දියානු නෞකාවක් සමග කේරල ගංජා කිලෝ 5ක් හුවමාරු කරගනිමින් සිටියදී පොලොන්නරුවේ මහපොළොව පසාරු කරගෙන ආ ම්නිසෙකු හට හසුවී ඇත.,NOT,"@User The Australian ship exchanged five kilograms of Kerala cannabis with an Indian ship, the hubs were underway.",1,944608081966718976
උඹ එ් පාර මේකත් හබක් කරන්නද යන්නෙ මම ගෑනු ළමයෙක් පස්සෙන් යන මෙතන මට අාදරෙයි කියන්.,NOT,"You will also say that I'm giving a girl here, so on the road.",1,1375124749819334657
Uthappa කියන්නෙ මහා ගොං බිජ්ජෙක්. නොදකින් මෝඩ මූසලයා..  #IPL2020 #KKRvRR,HOF,"UthaPPa is a Great Growing Boj.Stupid mosquito, not on, # IPL2020 #KKRVRRRRR",0,1322932177030426624
@USER @USER  අනේහ් තෑන්ක්ස් ඩාලින් පණේ :*,NOT,@Ser @user Aane Tanks Dalin Playing: *,1,596942639175442432
පිලිකා රොහලේ අයට තැබිලි දන්සලක් දුන්න ගැනු ළමයි කට්ටියකගේ ෆොටොස් අරන් අමන පොස්ට් හද කාලකණ්ණියෙක් දැක්කා...නොදකින්...මුන්..කෙල්ලෙක්ගේ ඇදුමක වතුර ටිකක් ගැවුනත් කුණුහරප...,HOF,A kids have taken a heartwarming miserable in a well-known kislast ... young ...,0,935014279975018497
"මනුස්සයෙක්ට කතා කරද්දි මැදින් පැන්නම තරහයනව.අවධානය බිදෙනව. ඕම මැදින් පනිනව කියන එක හරිම කැත පුරුද්දක්.අහන් ඉන්නත් බෑ.ඕම ප්‍රශ්ණ කරන එක මාධ්‍ය නිදහස කියල හිතන් ඉන්න රටක් මේක. ඕක මොකක්ද අර මල ගෙදරකට ගිහින් ආයෙ ආයෙ උනේ මොකක්ද කිය කිය අහ අහා එයාලගෙ තුවාලෙ පාරන මාධ්‍යක් රටේ තියෙන්නෙ. Gihan De Alwis @USER  · 10 Nov 2019 මැතිවරණ කොමසාරිස් තුමා පෙර වැඩසටහනකදී හිරු 'සලකුණ' මළකුණක් කළ ආකාරය.  සලකුණට ගැලපෙනම ආකරයට පිළිතුරු දීමක් කියලා හිතෙනව බලනකොට.  "" අතරමැද්දෙන් පැනලා කතා කරණ එක ඕගොල්ලොන්ගෙ අනිත් දේශපාලන වැඩ සටහන් වල ඕගොල්ලො කරගන්න ඒක. මං කතා කරනකොට අතරමැද්දෙන් පැනලා අහන්න එපා. """,NOT,"Agently by the man to talk to a man.It is very ugly to jump through the middle.What did it go to a house and get back and you have to say what they have again again.Gihan De Alwis · 10 Nov 2019 How the Commissioner of Elections had done a corpse in a pre-school campaign.When it is a reply to the matching.""It's what you have jelly and the other political programs of the other political programs. Don't listen to when I speak.""",1,1193911826389635072
"ගුහා සටන | කාංචනා අමිලානි | 51 URL චෝලගංගාර ට මතක නෑ කලිසම නැතුව ඉන්නෙ කියලා. මිනිහත් පුදුමෙන් මේ ජවනිකාව බලං ඉන්නවා. ""ඕයි තමුසෙ මොකෝ හෙළුබැල්ලෙන්?"" ""පොඩි අප්සට් එකක් වුණා අයියෙ."" ""ඔය මැරිච්ච එකෙක්ගෙ කලිසමක ගලවං ඇඳගනිං බං. හෙළුබැල්ලෙන් යුද්ධ කරතැහැකියෑ?""",NOT,"Cave Battle |Kanchana Amilani |51 URL Cholagangara is not known without any pants.The man is surprising.""Ohuhushu from what?""""The brother was a little upset.""""Welcome to a dead pants. Can you fight with the Herolla?""",1,1273622528385220609
"දිනේශ් ගුණවර්ධන පාර්ලිමේන්තුවේ හැසිරෙන්නේ, කෑ ගහන්නේ පරිණත, ආදර්ශමත් දේශපාලන්ඥයෙක්  වගේ නොව, ගාල කඩාගත් හරකෙකු ලෙසය. අලි සබ්‍රි නැමැති ආධුනික හරකා නම් අලුත් නිසා අවුලක් නැත. ඒත් හිතට අමාරු හර් ෂ ද සිල්වා වැනි විනය ගරුක, ඵලදායී මිනිසුන් උන් ලෙසටම කෑ ගහන්න යන එකය.",HOF,"Dinesh Gunawardena is behaving in Parliament as a garment coalition, not like a mature and exemplary politicians.Ali Sabri Amateur Harakra is no problem because of the new combination.But it's so disciplined and effective people, such as Herh De Silva, such as Herh De Silva.",0,1319863766125846529
@USER @USER  සිරාවට පට්ට ගනං නේහ් -_- අනික ඇඳුමක් ගන්නවට වඩා ඉලේට්‍රොනික් බඩුවක් ගන්න එක මට නං ෆිට් වගේ :3  @USER,NOT,@Ser @ser Sighted like a firm like me to buy an electronic stone than to take a dress: 3 @user,1,585083168501399552
@USER  වසරේ පැවැත්වෙන 19න් පහළ ලෝක කුසලාන එක්දින ක්‍රිකට් තරගාවලියෙන් නවසීලන්තය ඉවත් වි තිබේ.  නිරෝධායන කොන්දේසි සැලකිල්ලට ගනිමින් නවසීලන්තය මෙම පියවර ගෙන ඇති බව වාර්තා වෙයි.,NOT,New Zealand has been cleared from the 19th World Cup ODI series in the Under-19 World Cup.New Zealand has taken this step in considering quarantine conditions.,1,1461376095358443524
@USER බුර්කාව ඉවත් කරන්නට කලින් දේශීය අන්තවාදීන්ට පණ පොවන දේශපාලන නරින්ගේ බැටලු හම ඉවත් කල යුතුයි,HOF,The local extremists must remove the lambs of the local extremists before removing @ser burrica,0,1120690423993733125
ගෙදර යනකන් වත් ගහපන් යකෝ  #SLvSA #CWC19,NOT,Poultry on the home #slvsa # cwc19,1,1144553817314381825
@USER ඇත්තම කතාව පෙලක් කෙල්ලාන්ට හුජ්ජ කල්ල අහක්වෙලා ඇදට වෙලා නින්ද යනකල් වල් පල් කියවන්න අපිව ඕනි වෙනවා.. අපිත් යූස් වෙන එකේ සීමාවක් මායිමක් තියෙන්න එපැයි..,HOF,@Ser's real story Leak Kellen wants us to bed and read the wild plows to sleep.,0,1280167149995274241
"UNP ආණ්ඩුවෙං රට බේරගන්න ඕනෙ කිය කිය, UNP එකේ ඉන්න උංවම සල්ලි දීල බාගන්නව.   අම්මගෙ රට බේරගැනිල්ලක් අයිසෙ ඒක.",NOT,The UN must save the country from the government and download the money in the UNP.It was a saved country's country.,1,1057322969951682560
@USER සර්ට ටොක්කක් ඇනල කියන්න තිබ්බෙ සිංහල අවුරුද්දට කලින්. දැන් පරක්කු වැඩිද මන්දා.,NOT,Tokkeck was told to say that Tokkeck was told to have to tell the tool before Sinhala.Now heavy boasts.,1,1395327522351599617
@USER @USER  තොපි වගේ අලුගුත්තේරු යාළුවෝ නෑ මෙහෙ,HOF,@Ser @user none likes you don't have friends like this,0,659298427398959104
@USER  @USER මේවාගේ මිනිහ හරියට කතාකරල තියෙනවා මම පොන්නයද කියල උඹ කිවුවද ඌට නම් පුකේ අරින්න ගියේ නෑඔය කිවුව පයිය කටට අරන්ද දන්නෑ ගොන්ද නැද්ද බැලුවේ,HOF,"@Ser @user these guys have called you the push, but you didn't want to open it to Puhilie, or not the bulls didn't know",0,1194679193365295105
අපි ඉස්සර හුජ්ජ කරපු කාක බෝගහ මුල අද.... URL,HOF,"Today, the number of people who have been in the past ... URL",0,841227294773563392
@USER සොට්ටෙයාර් එකක් සල්ලි දීලා ගන්න ආන්ඩුව ලෝබයි. නාකි පොප්සියො උස පුටුවවලට යැව්වම ඕවා ලේසියෙන් වෙන් නෑ.,HOF,"The government is labored for the government to give money to money.When Naki Pophysio sent to the tall chair, it should not be easily separated.",0,1487385225995104256
@USER අනේ මන්ද මොනවා කියවනද කියලා මේක නෙමෙයි අරකලු අරක නෙමෙයි මේකලු  කෑල්ලක් අල්ලගෙනලු මේකට උත්තර දුන්නෙ නම් මේ මෝඩ චූන් එකක්වත් නෑනෙ දෙයියනේ බායි හොදේ මණ්ඩුක @USER  · 8 Aug 2020 මේ tweet එකේ මෙයා වටෙන් ගිහින් අදහස් කරන්නෙ කුමන දේශපාලන පක්ෂයද කුමන සෙට් එකක්ද කියලා වටෙස් නොයා කෙලින් කියන්න පුලුවන් එක්කෙනෙක් reply කරල දැනුවත් කරන්න  twitter.com/Yasiru_/status…,NOT,"This is not what you read, but if it is written, this is not this stupid chaune.Undoaging is no longer informed one of the ones Twitter.com/yasiru_/status.",1,1291964173363089409
@USER මොන්ටිසෝරියෙන් එක වසරට පාස් වෙන්න විභාගයක් තියේද මම දන්නැ නේ බං උඹ තාම මොන්ටසෝරියටවත් ගිහින් නැති එකේ දන්නැතුව ඇති ඒ ගැන,HOF,"@Ser Montessorium has a passest to pass from the same year, I know you have not yet known enough Montazorus",0,767218943970775040
@USER ඉල්ලන්න දෙයක් නෑ තෝ පැන පැන දෙනවානෙ,HOF,@Server No such thing to ask for,0,1278593275235106817
"Body positivity හෝ body shaming කියා උලව්වක් මහපොලවේ නැත. ගැට තන් ඇත.වැල තන් ඇත.තඩි පුකවල් ඇත, ලෑලි පුකවල් ඇත.එකක් අනෙකට වඩා හොඳ හෝ නරක නැත.එපමණකි.  #නොපලට්වීට් Senali De Silva @USER  · 9 Feb 2020 What do you peeps think? twitter.com/LisaBritton/st…",HOF,"There is no huge forest in Body POSITIVY or BODY shaming.There are knots. There are pawl-paucks, there are planks.#PRATTLEFET SENALI DE SILVA · 9 Feb 2020 What Do You peeps Think?Twitter.com/lisabritton/s.",0,1226505977421336577
මාදම්පේ චානක දැවැන්ත කිඹුලෙකුගේ කටට ගිය හැටි මෙන්න Read more>>> URL  #LK #Srilanka,NOT,Here's how Madampe Chanaka went to the mouth of a huge crocodile,1,932555858667503617
සෙක්කු වීදියේ කිම්බා දැක උඹ මට මතක් උනා... කයිමන් දොරකඩ ඉඳපං මං එනතුරු සෙලෙස්තිනා.... (Excuse any typos.),HOF,I missed you to see Kim on the Sakkku Street ... Omer Cellstina ... (excusse Any Typos.),0,1168390259073150976
